Name,Typ Einträge,AI assist
Oberstrass | BGO - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Die Statuten nennen keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange keine Ausschluss- oder Kündigungsgründe vorliegen.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Die Statuten verwenden die Begriffe „Mitgliedschaft“, „Wohnrecht“ (im Zusammenhang mit Wohnrechtsanteil) und „Mietverhältnis“. Ein spezielles „Bleiberecht“ wird nicht explizit genannt.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, insbesondere bei:
  - Verletzung der Mitgliedschaftspflichten oder der genossenschaftlichen Treuepflicht
  - Missachtung von Beschlüssen der Generalversammlung oder des Vorstands
  - Wiederholte Verletzung von Statuten und Reglementen
  - Vorsätzliche Schädigung des Ansehens oder der wirtschaftlichen Belange der Genossenschaft
  - Missachtung der Pflicht, selbst in der Wohnung zu wohnen und dort zivilrechtlichen Wohnsitz zu nehmen
  - Zweckentfremdung der Wohnung (z.B. geschäftliche Nutzung)
  - Ablehnung zumutbarer Wohnungsersatzangebote bei Unterbelegung oder bei Umbau/Abbruch/Ersatzneubau
  - Unbewilligte Untervermietung
  - Trennung/Scheidung, wenn keine andere Wohnung angeboten werden kann oder will
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. nach Art. 257d, 257f, 266g, 266h OR)
Dem Ausschluss hat in der Regel eine Mahnung vorauszugehen, außer sie ist nutzlos oder es liegt eine mietrechtliche Kündigung nach Art. 257f Abs. 4 OR vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Ausschlussgründe wie oben, insbesondere:
  - Mietrechtliche Kündigungsgründe nach OR (z.B. Zahlungsrückstand, schwere Pflichtverletzung, Konkurs)
  - Zweckentfremdung, Untervermietung ohne Zustimmung, Ablehnung zumutbarer Ersatzwohnung
  - Verletzung der Sorgfaltspflicht oder Rücksichtnahme (nach OR)
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen.

- Wird ein Ersatz angeboten?
Bei Unterbelegung oder bei Umbau/Abbruch/Ersatzneubau kann ein zumutbares Wohnungsersatzangebot gemacht werden. Die Ablehnung eines zumutbaren Ersatzangebots kann zum Ausschluss führen. Ein genereller Anspruch auf Ersatz besteht nicht, aber es ist vorgesehen, dass Ersatz angeboten werden kann, wenn es die Situation erfordert (z.B. bei Unterbelegung oder baulichen Maßnahmen).

Quelle: Statuten der Baugenossenschaft Oberstrass, Stand Mai 2015, insbesondere Art. 3, 5, 6, 7, 37."
Mehr als Wohnen - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Genossenschaft ist auf unbeschränkte Dauer gegründet. Die Mitgliedschaft und das Mietverhältnis enden durch Austritt, Ausschluss, Tod oder Kündigung des Mietvertrags. Mitglieder sind verpflichtet, selbst in den gemieteten Wohnungen zu wohnen und dort ihren zivilrechtlichen Wohnsitz zu haben.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird in den Statuten nicht verwendet. Es wird von ""Mitgliedschaft"", ""Mietvertrag"" und der Pflicht, selbst in der Wohnung zu wohnen, gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund oder einer der folgenden Ausschlussgründe vorliegt:
  - Verletzung der Mitgliedschaftspflichten, insbesondere der Treuepflicht, Missachtung von Beschlüssen, vorsätzliche Schädigung der Genossenschaft.
  - Missachtung der Pflicht, selbst in der Wohnung zu wohnen.
  - Zweckentfremdung der Wohnung (z.B. überwiegende geschäftliche Nutzung).
  - Ablehnung eines zumutbaren Umsiedlungsangebots bei Unterbelegung.
  - Missachtung der Bestimmungen zu Untermiete, Unterbelegung, Fondsbeiträgen.
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrunds (z.B. gemäss Art. 257d, 257f, 266g, 266h OR).
  - Verletzung von Bestimmungen der Wohnbauförderung, sofern kein zumutbares Umsiedlungsangebot gemacht werden kann oder ein solches abgelehnt wurde.
  - Missachtung von Bestimmungen oder Vereinbarungen mit der öffentlichen Hand im Rahmen von Mobilitätskonzepten und Nachhaltigkeitsstrategien.

Vor dem Ausschluss erfolgt in der Regel eine Mahnung, außer diese ist nutzlos oder es liegt ein schwerwiegender mietrechtlicher Grund vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen. Ein Ausschluss aus der Genossenschaft ist mit der Kündigung des Mietvertrags verbunden. Gründe können z.B. Unterbelegung, Zweckentfremdung, Verstöße gegen die Statuten oder das Vermietungsreglement, oder schwerwiegende mietrechtliche Gründe sein.

- Wird ein Ersatz angeboten?
Bei Unterbelegung ist das Mitglied verpflichtet, in eine kleinere Wohnung zu wechseln, wenn ein zumutbares Angebot gemacht wird. Wird ein solches Angebot abgelehnt, kann dies zum Ausschluss führen. Ein Ersatz wird also im Fall der Unterbelegung angeboten, sofern eine passende kleinere Wohnung verfügbar ist.

Quelle: Statuten der Baugenossenschaft mehr als wohnen, Stand 4. Juni 2024, insbesondere Art. 4, 9, 10, 11, 12."
Linth Escher - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange keine Ausschluss- oder Kündigungsgründe vorliegen.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"" in der Genossenschaft und vom ""Mietvertrag"" bzw. ""Mietverhältnis"" für die Wohnung gesprochen. Ein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der genossenschaftlichen Treuepflicht
  - Missachtung von Beschlüssen der Organe
  - Schädigung des Ansehens oder der wirtschaftlichen Belange der Genossenschaft
  - Nichtwohnen in der gemieteten Wohnung oder fehlender zivilrechtlicher Wohnsitz
  - Zweckentfremdung der Wohnung (z.B. geschäftliche Nutzung)
  - Missachtung der Statuten oder Reglemente
  - Verletzung des Mietvertrags, die eine Kündigung rechtfertigen würde
  - Verletzung von Bestimmungen der Wohnbauförderung
Vor dem Ausschluss erfolgt in der Regel eine Mahnung, außer sie wäre nutzlos oder es liegt ein schwerwiegender Fall vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen und setzt das Vorliegen eines Grundes voraus, der auch zum Ausschluss aus der Genossenschaft berechtigen würde (siehe oben). Dazu zählen insbesondere schwere oder wiederholte Vertragsverletzungen, Zweckentfremdung, Nichtwohnen, etc.

- Wird ein Ersatz angeboten?
Bei umfassenden Renovationen oder Ersatzneubauten kündigt die Genossenschaft solche Vorhaben mindestens zwei Jahre im Voraus an und bietet den Betroffenen nach Möglichkeit mindestens ein Umsiedlungsobjekt an. Bei Ausschluss wegen Renovation oder Abbruch erst nach Ablehnung von drei Umsiedlungsangeboten.

Quelle: Statuten der Baugenossenschaft Linth-Escher, insbesondere Art. 4, 5, 9, 10, 11, 12."
Letten | BGL - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Eine maximale Aufenthaltsdauer ist in den Statuten nicht festgelegt. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird keine spezielle Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Die Statuten sprechen von ""Mitgliedschaft"" und ""Mietverhältnis"" bzw. ""Mieter/in"".

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der Treuepflicht
  - Missachtung von Beschlüssen der Organe
  - Schädigung des Ansehens oder der wirtschaftlichen Belange der Genossenschaft
  - Nichtwohnen in der gemieteten Wohnung oder fehlender zivilrechtlicher Wohnsitz
  - Zweckentfremdung der Wohnung (z.B. geschäftliche Nutzung)
  - Missachtung der Statuten oder des Vermietungsreglements
  - Ablehnung eines Umsiedlungsangebots bei Unter- oder Überbelegung
  - Beschluss über Renovation oder Abbruch, nach Ablehnung eines Umsiedlungsangebots
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. gemäss OR 257d, 257f, 266g, 266h)
  - Verletzung von Wohnbauförderungsbestimmungen, sofern kein Umsiedlungsangebot gemacht werden kann oder abgelehnt wurde

Vor dem Ausschluss erfolgt in der Regel eine Mahnung, ausser sie ist nutzlos oder es liegt ein schwerwiegender Fall vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen und setzt das Vorliegen eines Grundes voraus, der auch zum Ausschluss aus der Genossenschaft berechtigen würde (siehe oben).

- Wird ein Ersatz angeboten?
Bei umfassenden Renovationen, Ersatzneubauten oder bei Unter- bzw. Überbelegung wird nach Möglichkeit ein Umsiedlungsangebot gemacht. Ein Ausschluss oder eine Kündigung erfolgt in diesen Fällen erst nach Ablehnung eines solchen Angebots. Ein Ersatz wird also angeboten, sofern entsprechende Objekte zur Verfügung stehen.

Quelle: Statuten der Baugenossenschaft Letten, gültig ab 04.11.2022, insbesondere Art. 4, 5, 11, 12."
Kleeweid - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Genossenschaft ist auf unbeschränkte Dauer gegründet. Die Mitgliedschaft und das Mietverhältnis enden durch Austritt, Ausschluss, Tod oder Kündigung des Mietvertrags. Die Mitglieder sind verpflichtet, selbst in der gemieteten Wohnung zu wohnen und dort zivilrechtlichen Wohnsitz zu haben.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"", ""Mietvertrag"" und ""Wohnrecht"" gesprochen. Ein spezieller Begriff wie ""Bleiberecht"" wird nicht verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund oder einer der folgenden Ausschlussgründe vorliegt:
  - Verletzung der Mitgliedschaftspflichten, insbesondere der Treuepflicht oder Missachtung von Beschlüssen
  - Missachtung der Pflicht, selbst in der Wohnung zu wohnen und dort Wohnsitz zu haben
  - Zweckentfremdung der Wohnung
  - Missachtung der Statuten oder des Vermietungsreglements
  - Ablehnung eines Umsiedlungsangebots bei Unterbelegung
  - Beschluss über umfassende Renovation oder Abbruch, nach Ablehnung eines Umsiedlungsangebots
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. Zahlungsrückstand, schwere Pflichtverletzung)
  - Verletzung von Bestimmungen der Wohnbauförderung, sofern kein Umsiedlungsangebot gemacht werden kann oder abgelehnt wurde

Vor dem Ausschluss muss in der Regel eine Mahnung erfolgen, außer sie ist nutzlos oder es liegt ein schwerwiegender Fall vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Der Mietvertrag darf von Seiten der Genossenschaft nur in Verbindung mit dem Ausschluss und nur bei Vorliegen eines Kündigungsgrundes gekündigt werden, z.B.:
  - Schwere Pflichtverletzung trotz Mahnung
  - Zahlungsrückstand
  - Wichtige Gründe nach Mietrecht
  - Tod oder Konkurs des Mieters
  - Missachtung der Unterbelegungsvorschriften
  - Unzulässige Untervermietung oder Zweckentfremdung

- Wird ein Ersatz angeboten?
Bei umfassenden Renovationen und Ersatzneubauten kündigt die Genossenschaft solche Vorhaben mindestens zwei Jahre im Voraus an und bietet den Betroffenen nach Möglichkeit mindestens ein Umsiedlungsobjekt an. Bei Ablehnung eines zumutbaren Umsiedlungsangebots kann der Ausschluss erfolgen. Bei Unterbelegung muss ein Umzug in eine kleinere Wohnung akzeptiert werden, sofern angeboten.

Quelle: Statuten der Baugenossenschaft Kleeweid, insbesondere Art. 3, 4, 7, 8, 10, 11."
bgh Halde - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Genossenschaft ist auf unbeschränkte Dauer gegründet. Mitglieder sind verpflichtet, selbst in der gemieteten Wohnung zu wohnen und dort zivilrechtlichen Wohnsitz zu haben. Bei Unterbelegung besteht grundsätzlich die Pflicht, in eine kleinere Wohnung zu wechseln. Die Einzelheiten dazu regelt der Vorstand in den Vermietungsrichtlinien.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"", ""Wohnrecht"", ""Benützung der Wohnung"" und ""Mietvertrag"" gesprochen. Ein spezieller Begriff wie ""Bleiberecht"" wird nicht verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten, Treuepflicht, Missachtung von Beschlüssen, Schädigung der Genossenschaft
  - Missachtung der Pflicht, selbst in der Wohnung zu wohnen
  - Zweckentfremdung der Wohnung (z.B. geschäftliche Nutzung)
  - Ablehnung von zwei zumutbaren Umsiedlungsangeboten bei Unterbelegung
  - Missachtung der Statuten oder Vermietungsrichtlinien
  - Beschluss über umfassende Renovation oder Abbruch der Liegenschaft (nach Ablehnung von zwei Umsiedlungsangeboten)
  - Scheidung/Trennung (wenn in Art. 12 vorgesehen)
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. nach Art. 257d, 257f, 266g, 266h OR oder anderer Verletzungen des Mietvertrags)
Dem Ausschluss hat in der Regel eine Mahnung vorauszugehen, ausser sie ist nutzlos oder es liegt ein mietrechtlicher Kündigungsgrund vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen. Ein Ausschluss aus der Genossenschaft kann auch zur Kündigung des Mietvertrags führen, insbesondere bei schwerwiegenden Vertragsverletzungen oder bei den oben genannten Gründen.

- Wird ein Ersatz angeboten?
Bei grösseren Um-, Ersatz- und Neubauten wird ein sozialverträgliches Vorgehen angestrebt. Die Genossenschaft kündigt solche Vorhaben rechtzeitig an und bietet den Betroffenen nach Möglichkeit mindestens ein Umsiedlungsobjekt an. Bei Unterbelegung besteht die Pflicht, in eine kleinere Wohnung zu wechseln, wobei zumutbare Umsiedlungsangebote gemacht werden. Bei Ablehnung von zwei solchen Angeboten kann ein Ausschluss erfolgen.

Quelle: Statuten der Baugenossenschaft Halde Zürich, Ausgabe 2023, insbesondere Art. 4, 6, 11, 12."
bgh Halde - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für das Wohnrecht, solange die Belegungsanforderungen erfüllt werden und kein Ausschlussgrund vorliegt. Bei Unterbelegung oder Überbelegung muss ein Wechsel erfolgen, ansonsten droht der Ausschluss aus der Genossenschaft und die Kündigung des Mietverhältnisses unter Einhaltung der gesetzlichen Fristen.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Es wird von ""Mietverhältnis"" und ""Mitgliedschaft in der Genossenschaft"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ausschlussgründe sind u.a.:
  - Ablehnung von zwei angebotenen Ersatzwohnungen bei Unterbelegung
  - Nichteinhalten der Maximalbelegung trotz Aufforderung
  - Unzulässige Untervermietung (z.B. Airbnb)
  - Weitere Gründe können in den Statuten geregelt sein

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Ausschluss aus der Genossenschaft führt zur Kündigung des Mietverhältnisses unter Einhaltung der gesetzlichen Fristen. Gründe sind z.B. Unterbelegung, Überbelegung, unerlaubte Untervermietung.

- Wird ein Ersatz angeboten?
Bei Unterbelegung werden zwei kleinere, regelkonforme Ersatzwohnungen angeboten. Werden beide abgelehnt, erfolgt der Ausschluss aus der Genossenschaft und die Kündigung des Mietverhältnisses."
Hagenbrünneli - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht in den Statuten. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Die Statuten sprechen von ""Mitgliedschaft"" und ""Mietvertrag"". Es wird keine spezielle Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, insbesondere:
  - Verletzung der Mitgliedschaftspflichten oder der genossenschaftlichen Treuepflicht
  - Missachtung von Beschlüssen der Generalversammlung oder des Vorstandes
  - Schädigung des Ansehens oder der wirtschaftlichen Belange der Genossenschaft
  - Nichtwohnen in der gemieteten Wohnung oder fehlender zivilrechtlicher Wohnsitz
  - Zweckentfremdung der Wohnung (z.B. überwiegende geschäftliche Nutzung)
  - Missachtung der Untermietebestimmungen
  - Ablehnung eines zumutbaren Umsiedlungsangebotes bei Umbau/Abbruch
  - Scheidung/Trennung, sofern in Art. 12 vorgesehen
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. Zahlungsverzug, schwere Vertragsverletzung)
Vor dem Ausschluss muss in der Regel eine Mahnung erfolgen, außer sie wäre nutzlos oder es liegt ein schwerwiegender mietrechtlicher Grund vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen. Ein Ausschluss aus der Genossenschaft ist in der Regel mit der Kündigung des Mietvertrags verbunden. Gründe können z.B. schwere Vertragsverletzungen, Zahlungsverzug oder andere im Mietrecht vorgesehene Gründe sein.

- Wird ein Ersatz angeboten?
Bei Umbau oder Abbruch einer Liegenschaft kann ein Mitglied ausgeschlossen werden, wenn es ein zumutbares Umsiedlungsangebot ablehnt. Das bedeutet, es wird ein Ersatz angeboten, und nur bei Ablehnung kann ein Ausschluss erfolgen.

Quelle: Statuten der Baugenossenschaft Hagenbrünneli, insbesondere Art. 4, 5, 7–12."
Glattal | bgz - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Genossenschaft ist auf unbeschränkte Dauer gegründet. Die Mitgliedschaft endet durch Austritt, Ausschluss oder Tod. Der Mietvertrag kann von der Genossenschaft nur in Verbindung mit dem Ausschluss aus der Genossenschaft gekündigt werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Es wird von ""Mitgliedschaft"" und ""Mietvertrag"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn z.B. folgende Gründe vorliegen:
  - Verletzung der Mitgliedschaftspflichten, insbesondere der Treuepflicht oder Schädigung der Genossenschaft
  - Missachtung der Pflicht, selber in der Wohnung zu wohnen
  - Zweckentfremdung der Wohnung (z.B. geschäftliche Nutzung)
  - Ablehnung eines zumutbaren Umsiedlungsangebotes bei Unterbelegung oder Umbau/Abbruch
  - Missachtung der Untermiet-Bestimmungen
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. schwere Vertragsverletzung)
  - Verletzung von Bestimmungen der Wohnbauförderung, sofern kein zumutbares Umsiedlungsangebot gemacht oder angenommen wurde

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen. Ein Ausschluss aus der Genossenschaft ist mit der Kündigung des Mietvertrags verbunden. Ausserordentliche mietrechtliche Kündigungsgründe (z.B. gemäss Art. 257d, 257f, 266g, 266h OR) können zur Kündigung führen.

- Wird ein Ersatz angeboten?
Bei Umbauten, Ersatzneubauten oder Unterbelegung wird nach Möglichkeit ein angemessenes Umsiedlungsobjekt angeboten. Bei Ablehnung eines zumutbaren Angebots kann ein Ausschluss erfolgen.

Quelle: Statuten der Baugenossenschaft Glattal Zürich, insbesondere Art. 4, 7–12."
GISA - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Eine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht ist in den Statuten nicht festgelegt. Die Genossenschaft ist auf unbeschränkte Dauer gegründet. Mitglieder sind verpflichtet, selbst in den gemieteten Wohnungen zu wohnen und dort ihren zivilrechtlichen Wohnsitz zu haben (Art. 4.4). Bei Unterbelegung kann ein Wechsel in eine kleinere Wohnung verlangt werden (Art. 4.6).

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"", ""Mietvertrag"", ""Wohnungsrecht"" und ""Benützung der Wohnung"" gesprochen. Ein spezieller Begriff wie ""Bleiberecht"" wird nicht verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der genossenschaftlichen Treuepflicht
  - Missachtung von Beschlüssen der Organe
  - Schädigung des Ansehens oder der wirtschaftlichen Belange der Genossenschaft
  - Missachtung der Pflicht, selbst in der Wohnung zu wohnen
  - Zweckentfremdung der Wohnung (z.B. geschäftliche Nutzung)
  - Ablehnung von zwei zumutbaren Umsiedlungsangeboten bei Umbau/Abbruch oder Unterbelegung
  - Missachtung der Statuten/Reglemente
  - Vorliegen eines mietrechtlichen Kündigungsgrundes
  - Verletzung von Bestimmungen der Wohnbauförderung, sofern kein zumutbares Umsiedlungsangebot gemacht oder angenommen wurde (Art. 11.1)

Vor dem Ausschluss erfolgt in der Regel eine Mahnung, außer sie ist nutzlos oder es liegt ein schwerwiegender Fall vor (Art. 11.2).

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen. Gründe können u.a. sein:
  - Ausschluss aus der Genossenschaft (Art. 4.2, Art. 11)
  - Missachtung der Pflicht, selbst in der Wohnung zu wohnen
  - Zweckentfremdung der Wohnung
  - Ablehnung von zwei zumutbaren Umsiedlungsangeboten bei Umbau/Abbruch oder Unterbelegung
  - Verletzung von Bestimmungen der Wohnbauförderung (Art. 11.1)

- Wird ein Ersatz angeboten?
Bei umfassenden Renovationen und Ersatzneubauten kündigt die Genossenschaft solche Vorhaben mindestens zwei Jahre im Voraus an und bietet den Betroffenen zwei zumutbare Umsiedlungsobjekte an. Bei der Vermietung der umgebauten Gebäude und von Ersatzneubauten sind die bisherigen Mieter/innen vorrangig zu berücksichtigen, sofern sie den Vermietungsrichtlinien entsprechen (Art. 5.3, Art. 11.1d)."
Frohheim BGF - Statuten,Statuten,"- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht in der Genossenschaft. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen der Statuten und des Mietvertrags eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Die Statuten sprechen von ""Mitgliedschaft"" und ""Mietverhältnis"".

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss ist möglich, wenn ein Mitglied trotz schriftlicher Mahnung seinen statutarischen oder mietvertraglichen Verpflichtungen nicht nachkommt oder den Interessen der Genossenschaft zuwiderhandelt. Ausschlussgründe sind u.a.:
  - Verletzung der Treuepflicht
  - Nichtwohnen in der gemieteten Wohnung
  - Zweckentfremdung der Wohnung
  - Ablehnung eines zumutbaren Umsiedlungsangebotes bei Unterbelegung oder Umbau/Abbruch
  - Missachtung der Untermietebestimmungen
  - Verletzung des Mietvertrags
  - Verletzung von Bestimmungen der Wohnbauförderung, sofern kein zumutbares Umsiedlungsangebot gemacht oder angenommen wurde

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Mit dem Ausschluss aus der Genossenschaft erfolgt gleichzeitig die Kündigung des Mietverhältnisses auf den nächstmöglichen Termin. Die Kündigung richtet sich nach den mietrechtlichen Bestimmungen.

- Wird ein Ersatz angeboten?
Bei Unterbelegung oder Umbau/Abbruch muss ein zumutbares Umsiedlungsangebot gemacht werden. Wird dieses abgelehnt, kann dies zum Ausschluss führen. Bei Ersatzneubauten erfolgt kein Ausschluss/Austritt aus der Genossenschaft, und es wird ein Ersatz angeboten."
