Name,URL,Genossenschaft,Typ Einträge,Select,AI Summary Vermietungsbestimmungen
MBGZ - Vermietungsbestimmungen,https://www.mbgz.ch/wp-content/uploads/2023/03/Vermietungsreglement_2018.pdf,MBGZ,Vermietungsbestimmungen,PDF,"Zwingend
- Erfüllung der Belegungsvorschriften (z.B. Anzahl Personen pro Wohnungsgrösse)
- Keine zweite Wohnung für dieselbe Familie (Ausnahme: volljährige Kinder, aber nicht im gleichen Haus)
- Teilnahme aller erwachsenen zukünftigen Bewohner am Gespräch bei externer Bewerbung
- Vorlage eines Betreibungsregisterauszugs bei externer Bewerbung
- Übernahme der erforderlichen Genossenschaftsanteile pro Zimmer/Halbes Zimmer
- Zahlung einer Mieterkaution in Höhe von drei Monatsmieten
- Keine Untervermietung ohne Bewilligung, keine Untervermietung über Plattformen wie Airbnb
- Keine dauerhafte Unterbelegung (z.B. 4-Zimmerwohnung mit nur 1 Person)

Bevorzugend
- Interne Bewerber haben Vorrang vor externen
- Familien mit Kindern werden bevorzugt
- Umzug aus beruflichen Gründen
- Angewiesensein auf eine günstige Wohnung
- Personen, die in eine kleinere oder tiefer gelegene Wohnung umziehen
- Bei internen Bewerbern: Unterbelegung, Familien mit mehr Kindern, Umzug in kleinere Wohnung, Umzug wegen Alter/Krankheit

Änderungen
- Bei Unterbelegung: Angebot einer passenden kleineren Wohnung, bei Ablehnung von zwei Angeboten droht Ausschluss aus der Genossenschaft und Kündigung des Mietvertrags
- Ab dem zweiten Jahr der Unterbelegung ist ein monatlicher Unterbelegungsbeitrag zu zahlen
- Bei Nichtzahlung der Genossenschaftsanteile trotz Mahnung droht Ausschluss und Kündigung
- Keine Angaben zu Änderungen bei Lohn, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis gefunden

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit genannt."
Kalkbreite - Vermietungsbestimmungen,https://cdn.prod.website-files.com/68be80e4caeb75a63dc55bb3/68be8c41bde01f687df48824_Vermietungsreglement_Genossenschaft-Kalkbreite_2024-1.pdf,Kalkbreite,Vermietungsbestimmungen,PDF,"Zwingend
- Einhaltung der Belegungs- und Nutzungsvorschriften: Die Anzahl der Personen muss mindestens der Anzahl Zimmer minus 1 entsprechen. Bei erwachsenen Personen muss der Lebensmittelpunkt am Ort der Wohnung liegen.
- Verzicht auf Motorfahrzeuge: Die Wohnbauten sind grundsätzlich autofrei, Ausnahmen für Mobilitätsbehinderte sind möglich.
- Erwerb von Pflichtanteilen (Anteilsscheinkapital): Spätestens mit Einzug müssen sämtliche Pflichtanteile einbezahlt sein.
- Bei Untermiete: Neue Untermieter*innen müssen innerhalb eines Jahres Genossenschafter*innen werden.
- Die Wohnung muss selbst bewohnt werden (kein reiner Zweitwohnsitz).

Bevorzugend
- Solidarischer Ausgleich: Haushalte und Menschen, die auf dem Wohnungsmarkt benachteiligt sind, werden bevorzugt.
- Diverse Bewohner*innenschaft: Unterschiedliche Wohn- und Zusammenlebensformen werden gefördert.
- Interne Wohnungswechsel haben Vorrang vor Neuvergaben.
- Dringlicher Bedarf wird bei internen Wohnungswechseln bevorzugt behandelt.
- Die Kriterienkataloge können weitere bevorzugende Kriterien enthalten, die jährlich kommuniziert werden (z.B. soziale Durchmischung, Familienplanung, etc.), sind aber im Reglement nicht explizit aufgelistet.

Änderungen
- Bei Verletzung der Belegungs- und Nutzungsvorschriften (z.B. Unterbelegung nach Auszug von Kindern) ist dies für maximal ein Jahr möglich, danach wird ein Zuschlag von 15% erhoben. Nach Ablauf des Jahres und weiterhin nicht erfüllten Vorschriften kann die Wohnung gekündigt werden. In Härtefällen kann die Frist verlängert oder der Zuschlag reduziert werden.
- Bei internen Wohnungswechseln und Änderungen des Haushalttyps müssen diese der Vermietungskommission gemeldet und bewilligt werden.

Weitere spezifische Kriterien wie Lohn, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit als zwingend oder bevorzugend genannt, sondern können in den jeweils aktuellen Kriterienkatalogen geregelt sein, die jährlich angepasst und kommuniziert werden.

Quelle: Vermietungsreglement Genossenschaft Kalkbreite 2024-1.pdf"
FGZ - Vermietungsbestimmungen,https://fgzzh.ch/wp-content/uploads/2023/06/FGZ-Info-Magazin-2022-1-Vermietungsartikel-Vermietungspraxis.pdf,FGZ,Vermietungsbestimmungen,PDF,"Zwingend
- Belegungsvorschriften: Anzahl Zimmer = Anzahl Personen (bei Familienobjekten); mindestens ein Kind muss in einem Familienobjekt wohnen.
- Einkommens- und Vermögensgrenzen: Einzelpersonen dürfen max. 51’000 CHF/Jahr versteuern (Paare 69’000 CHF) und max. 200’000 CHF Vermögen besitzen.
- Keine Wartelisten: Alle Bewerbungen erfolgen auf ausgeschriebene Wohnungen, nicht über Wartelisten.
- Familienobjekte sind nur für Familien mit mindestens einem Kind vorgesehen.
- Die Belegungsvorschriften müssen jederzeit eingehalten werden.

Bevorzugend
- Dringlichkeit: Wer die Wohnung am dringendsten braucht, wird bevorzugt.
- Soziale Durchmischung: Es wird auf ein Gleichgewicht verschiedener Einkommensschichten geachtet.
- Interne Bewerbungen (Umzüge innerhalb der FGZ) werden gegenüber externen bevorzugt.
- Familien mit Kindern werden bevorzugt, da der Genossenschaftszweck auf Familien ausgerichtet ist.

Änderungen
- Wenn Kinder ausziehen und die Belegungsvorschriften nicht mehr erfüllt sind, beginnt eine Zügelfrist: Die Familie muss in eine kleinere Wohnung umziehen, die frei werdende Wohnung wird an eine grössere Familie vergeben.
- Wer mehr verdient oder mehr Vermögen hat, zahlt eine Zusatzmiete in den Mietzinsausgleichsfonds.
- Bei Unterbelegung (z.B. nach Auszug von Kindern) wird ein Unterbesetzungsbeitrag fällig.
- Die Mitgliedschaft kann nicht vererbt werden; wer auszieht und später wieder einziehen will, muss sich wie alle anderen bewerben.

Weitere Kriterien wie Alter, aktueller Wohnort, Staatsbürgerschaft oder Anstellungsverhältnis werden im Text nicht explizit als zwingend oder bevorzugend genannt."
Waidmatt - Vermietungsbestimmungen,https://www.waidmatt.ch/index.php/download_file/view/1230/192/,Waidmatt,Vermietungsbestimmungen,PDF,"Zwingend
- Mitgliedschaft in der Genossenschaft (bzw. Beitritt zur Genossenschaft ist in der Regel Voraussetzung für einen Mietvertrag)
- Einhaltung der Mindest- und Maximalbelegung je nach Wohnungsgrösse (z.B. Wohnungen mit 4 oder mehr Zimmern und über 80 m² sind festen Lebensgemeinschaften mit mindestens einem Kind bis 27 Jahren vorbehalten)
- Keine Unterbelegung bei Erst- oder Neuvermietung (Schwangere zählen als zwei Personen)
- Änderungen der Anzahl der in der Wohnung lebenden Personen sind der Geschäftsstelle zu melden
- Falsche Angaben führen zum Ausschluss aus der Genossenschaft

Bevorzugend
- Bereits in der Genossenschaft wohnhafte Mitglieder (insbesondere bei Umsiedlungen wegen Bauvorhaben, Unter-/Überbelegung, gesundheitlichen, finanziellen oder sozialen Gründen)
- Engagement für die Genossenschaft
- Gute soziale Durchmischung gemäss Demografie (ausgewogener Mietermix)
- Bei subventionierten Wohnungen: Erfüllung der Anforderungen der Subventionsgeber (Stadt/Kanton Zürich)
- Bei internen Wohnungswechseln: Mietverhältnis besteht seit mindestens drei Jahren

Änderungen
- Bei Unterbelegung während der Mietdauer: Angebot von Ersatzwohnungen, Solidaritätsbeitrag (150 CHF pro überzähliges Zimmer/Monat), bei starker Unterbelegung und Ablehnung von Ersatzangeboten: Ausschluss aus der Genossenschaft und Auflösung des Mietverhältnisses
- Nach Auszug oder Wegfall von Kindern (über 27 Jahre): Wohnungen mit 4+ Zimmern und über 80 m² müssen nach maximal zwei Jahren für Familien mit Kindern freigegeben werden
- Bei Scheidung, Trennung oder Todesfall: Karenzfrist von zwei Jahren, danach Anwendung der Unterbelegungsregeln
- Bei schwer vermietbaren Objekten oder vor Erneuerungen kann Unterbelegung ausnahmsweise geduldet werden (zeitlich begrenzt)

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit genannt."
Gewo Züri Ost - Vermietungsbestimmungen,https://www.gewo.ch/view/data/9936/Gewo%20Vermietungsreglement%20Belegung%20Definitiv%202024-07-01-1.pdf,Gewo Züri Ost,Vermietungsbestimmungen,PDF,"Zwingend
- Mitgliedschaft in der Genossenschaft und Erwerb eines Stammanteils (Art. 2.1)
- Zahlung der Mieteranteile (ca. 4% des Anlagewerts, Mindestbareinlage je nach Wohnungsgrösse, Art. 3)
- Handlungsfähigkeit (natürliche oder juristische Person, Art. 2.1)
- Einhaltung der Belegungsvorschriften (z.B. bei 4+ Zimmern darf die Personenzahl die Zimmerzahl um höchstens eins unterschreiten, Art. 5)
- Bei subventionierten Wohnungen: Einhaltung der Einkommens- und Vermögensgrenzen sowie weiterer Bedingungen des Subventionsgebers (Art. 4)
- Meldung von Veränderungen (z.B. Belegung, Volljährigkeit von Kindern, Veränderung der Einkommens-/Vermögensverhältnisse bei subventionierten Wohnungen, Art. 8.2)
- Fähigkeit zur Zahlung des Mietzinses und Erfüllung der übrigen Mietauflagen (Art. 3.7)

Bevorzugend
- Mieter:innen der Siedlung und bestehende Genossenschafter:innen haben Vorrang vor externen Personen bei der Wohnungsvergabe (Art. 11.5)
- Mieter:innen in Unterbelegung oder in Siedlungen mit geplanten Ersatzneubauten/Sanierungen haben Priorität (Art. 11.4)
- Beitrag zur Selbstverwaltung wird erwartet, falls die Siedlung so organisiert ist (Art. 2.3)

Änderungen
- Bei Unterbelegung (z.B. Kinder ziehen aus): Es wird ein Unterbelegungszuschlag erhoben, sofern keine adäquate Wohnung angenommen wird (Art. 6)
- Bei subventionierten Wohnungen: Bei Veränderung der Einkommens-/Vermögensverhältnisse gelten die Vorschriften der Subventionsgeber (Art. 4, Art. 8.2)
- Werden die Bedingungen nicht mehr erfüllt, kann das Mietverhältnis gekündigt und der Ausschluss aus der Genossenschaft erfolgen (Art. 9)
- Bei mehrfacher oder absichtlicher Verletzung der Informationspflicht kann das Mietverhältnis gekündigt werden, und finanzielle Nachteile können nachgefordert werden (Art. 10)

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit als zwingende oder bevorzugende Kriterien genannt."
bgh Halde - Vermietungsbestimmungen,https://www.bg-halde.ch/fileadmin/Dokumente/Reglemente_2024/bhz_Vermietungsrichtlinien_2024.pdf,bgh Halde,Vermietungsbestimmungen,PDF,"Zwingend
- Mindestbelegung: Die Anzahl Personen muss zur Wohnungsgrösse passen (z.B. 3 Personen für eine 4-Zimmerwohnung). Bei Unterbelegung (zu wenig Personen) droht der Ausschluss aus der Genossenschaft.
- Maximalbelegung: Die Anzahl Personen darf die festgelegte Obergrenze pro Wohnung nicht überschreiten. Bei Überbelegung droht ebenfalls der Ausschluss.
- Keine Vermietung an Wochenaufenthalterinnen oder Wochenaufenthalter.
- Tragbarkeit der Miete muss gegeben sein.
- Interesse am genossenschaftlichen Zusammenleben und Mitwirken.
- Deutschkenntnisse werden verlangt.
- Umgänglichkeit (Erscheinung, Auftreten, Freundlichkeit, Unkompliziertheit, keine Tendenz zum stetigen Fordern).
- Referenzen können verlangt werden.
- Keine Untervermietung über Plattformen wie Airbnb, booking.com etc. (führt zum Ausschluss).

Bevorzugend
- Familien mit Kindern werden bei Wohnungen mit vier oder mehr Zimmern gegenüber Haushalten mit nur Erwachsenen bevorzugt.
- Kinder von Genossenschaftsmitgliedern, die ausziehen oder zurückkehren möchten, werden bevorzugt.
- Bezug zum Quartier.
- Ausgewogenheit der Mieter im Haus/quartier (Nationalitätenmix, Familienstand, soziale Durchmischung).
- Interne Wechsel (z.B. aus familiären oder gesundheitlichen Gründen) werden bevorzugt behandelt.

Änderungen
- Bei Unterbelegung (z.B. Kinder ziehen aus): Pflicht zur Meldung, Wechsel in kleinere Wohnung, sonst Ausschluss. Während der Übergangszeit ist ein Unterbelegungsbeitrag zu zahlen.
- Bei Überbelegung (z.B. Geburt): Pflicht zur Meldung, ggf. Wechsel in grössere Wohnung, sonst Ausschluss.
- Bei Wegfall der Kriterien (z.B. mangelnde Tragbarkeit der Miete): keine explizite Regelung gefunden, aber die Tragbarkeit wird bei jedem Wechsel geprüft.
- Bei Untermiete oder Nutzung als Geschäftsdomizil: Ausschluss aus der Genossenschaft.

Weitere Kriterien wie Lohnhöhe, Alter, Staatsbürgerschaft oder Anstellungsverhältnis werden nicht explizit genannt."
Frohheim BGF - Vermietungsbestimmungen,https://bgf.zuerich/wp-content/uploads/2022/04/2025_BGF_Statuten_DS.pdf,Frohheim BGF,Vermietungsbestimmungen,PDF,"Zwingend
- Handlungsfähigkeit: Nur handlungsfähige, natürliche Personen können Mitglied werden.
- Pro Wohnobjekt kann nur eine Person Mitglied werden.
- Schriftliches Aufnahmegesuch und Entscheid durch den Vorstand.
- Bezahlung des gesamten Mitgliedschaftsanteils und mindestens der Hälfte allfälliger Wohnanteile.
- Mitglieder müssen selber in der gemieteten Wohnung wohnen und dort zivilrechtlichen Wohnsitz haben.
- Missachtung der Pflicht, selber in der Wohnung zu wohnen, führt zum Ausschluss.
- Zweckentfremdung der Wohnung (z.B. Nutzung zu geschäftlichen Zwecken) ist ein Ausschlussgrund.
- Ablehnung eines zumutbaren Umsiedlungsangebotes bei Unterbelegung kann zum Ausschluss führen.
- Missachtung der Bestimmungen über die Untermiete kann zum Ausschluss führen.

Bevorzugend
- Keine expliziten bevorzugenden Kriterien wie Lohn, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis in den Statuten gefunden.

Änderungen
- Bei Unterbelegung (z.B. wenn Kinder ausziehen) kann ein zumutbares Umsiedlungsangebot gemacht werden; die Ablehnung kann zum Ausschluss führen.
- Keine Regelung zu Lohnsteigerungen oder anderen Änderungen der persönlichen Situation gefunden.

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden in den Statuten nicht genannt. Es kann sein, dass das Vermietungsreglement weitere Details enthält, dieses ist aber nicht Teil der Statuten.

Nichts gefunden zu: Lohn, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft, Anstellungsverhältnis."
Hofgarten | geho - Vermietungsbestimmungen,https://www.geho.ch/site/assets/files/2135/20210601_geho_reglement_vermietung.pdf,Hofgarten | geho,Vermietungsbestimmungen,PDF,"Zwingend
- Hauptwohnsitz muss bei der Genossenschaft liegen und die Wohnung muss vorwiegend Wohnzwecken dienen.
- Abschluss eines Mietvertrags setzt in der Regel den Beitritt zur Genossenschaft voraus (Ausnahmen: befristete Mietverträge).
- Mindestbelegung der Wohnung je nach Wohnungsgrösse (z.B. 3 Personen für 4-Zimmer-Wohnung) muss zum Zeitpunkt des Mietantritts erfüllt sein.
- Bei Unterbelegung während des Mietverhältnisses besteht Meldepflicht; bei Nichtmeldung oder Ablehnung von drei zumutbaren Ersatzwohnungen droht Ausschluss aus der Genossenschaft und Kündigung des Mietvertrags.
- Nicht mehr als zwei Wohnungen pro Siedlung dürfen an Mitglieder derselben Familie vermietet werden.
- Verständigung in deutscher Alltagssprache.

Bevorzugend
- Soziale Durchmischung und ausgewogene Zusammensetzung der Mieterschaft.
- Tragbarkeit der Miete.
- Wartedauer auf der Warteliste.
- Verbundenheit mit der Genossenschaft (z.B. aufgewachsen oder vorher wohnhaft).
- Integration in die Nachbarschaft und nachbarschaftliche Verträglichkeit.
- Bisheriges gesellschaftliches Engagement.
- Bei Wohnungen mit vier und mehr Zimmern haben Familien (Paare oder Einzelpersonen mit Kind/Kindern) Vorrang gegenüber Haushalten mit ausschliesslich erwachsenen Personen (ausser in expliziten Wohngemeinschaften).
- Dringende interne Wohnungswechsel aus gesundheitlichen, finanziellen oder sozialen Gründen (Härtefälle) werden bevorzugt behandelt.

Änderungen
- Bei Unterbelegung (z.B. Kinder ziehen aus) muss dies gemeldet werden; es werden zumutbare Ersatzwohnungen angeboten. Nach dreimaliger Ablehnung erfolgt Ausschluss und Kündigung.
- Änderungen in der Betreuungsvereinbarung (bei Trennung/Scheidung) sind meldepflichtig und können bei Unterschreiten der Richtwerte zur Vertragskündigung führen.
- Werden Belegungsbestimmungen durch falsche Angaben umgangen, kann der Vorstand das Mitglied ausschliessen und den Mietvertrag kündigen.
- Bei internen Umsiedlungen aus grösseren Wohnungen muss die Mindestbelegung zum Zeitpunkt des Mietantritts erfüllt sein.

Zu Kriterien wie Lohn, Alter, Staatsbürgerschaft, Anstellungsverhältnis, Familienplanung etc. wurde im Reglement nichts Konkretes als zwingend oder bevorzugend genannt, ausser der Tragbarkeit der Miete und der Bevorzugung von Familien bei grösseren Wohnungen."
Dreieck - Vermietungsbestimmungen,https://genossenschaftdreieck.ch/wp-content/uploads/2025/07/Vermietungsreglement_2025.pdf,Dreieck,Vermietungsbestimmungen,PDF,"Zwingend
- Belegungsvorschriften: Die Anzahl der in der Wohnung lebenden Personen muss der Zimmerzahl minus 1 entsprechen. Nur Personen mit zivilrechtlichem Wohnsitz werden angerechnet.
- Pflichtanteilscheine: Beim Einzug müssen Pflichtanteilscheine einbezahlt werden, mindestens drei Monatsmieten aus eigenen und ungebundenen Mitteln.
- Nutzung: Die Wohnung muss zum vereinbarten Zweck genutzt werden (keine Zweckentfremdung).
- Informationspflicht: Veränderungen in der Belegung müssen sofort gemeldet werden. Verstösse führen zum Ausschluss aus der Genossenschaft und zur Kündigung.
- Bei falschen Angaben zur Belegung bei Neuvermietung erfolgt die ordentliche Kündigung.
- Untermieter können die Wohnung nur übernehmen, wenn sie mindestens vier Jahre darin gewohnt haben und die Verwaltungskommission zustimmt.

Bevorzugend
- Soziale Durchmischung: Die Verwaltungskommission fördert eine ausgewogene soziale Durchmischung.
- Dringlichkeit: Finanzielle, gesundheitliche oder soziale Dringlichkeit wird bei der Vergabe bevorzugt berücksichtigt.
- Interne Vergabe: Wohnungen werden zuerst intern an Genossenschafterinnen vergeben, bevor sie öffentlich ausgeschrieben werden.
- Optimale Ausnutzung des Wohnraums: Bedarf besteht insbesondere, wenn Belegungs- oder Nutzungsvorschriften nicht mehr eingehalten werden oder sich die Einkommensverhältnisse deutlich und langfristig ändern.

Änderungen
- Unterbelegung: Bei Unterbelegung (z.B. Kinder ziehen aus) gilt eine Frist von zwölf Monaten, um die Unterbelegung zu beheben (z.B. durch Zuzug weiterer Personen oder Umzug). Wird die Frist nicht eingehalten, erfolgt die ordentliche Kündigung.
- Bei Unterbelegung durch Todesfall gilt eine Pietätsfrist von zwei Jahren.
- Wenn sich die Einkommensverhältnisse deutlich und langfristig ändern, kann dies zu einer Neubewertung des Bedarfs führen, was eine interne Umzugsoption auslösen kann.

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit als zwingende oder bevorzugende Kriterien genannt."
Baufreunde - Vermietungsbestimmungen,https://baufreunde.ch/app/uploads/statuten-baufreunde-2018.pdf,Baufreunde,Vermietungsbestimmungen,PDF,"Zwingend
- Handlungsfähigkeit: Mitglied kann jede handlungsfähige natürliche oder juristische Person werden.
- Übernahme von Genossenschaftsanteilen: Mindestens CHF 2'000 müssen als Genossenschaftsanteile übernommen und einbezahlt werden.
- Selbstnutzung: Mitglieder sind verpflichtet, selber in den von ihnen gemieteten Wohnungen zu wohnen und dort zivilrechtlichen Wohnsitz zu haben.
- Beitritt zur Genossenschaft: Die Miete einer Wohnung setzt grundsätzlich den Beitritt zur Genossenschaft voraus.
- Einhaltung der Statuten und des Vermietungsreglements: Missachtung kann zum Ausschluss führen.

Bevorzugend
- Keine spezifischen Bevorzugungskriterien (wie Lohn, Alter, Familienstand, Staatsbürgerschaft, etc.) in den Statuten gefunden. Der Vorstand entscheidet über die Aufnahme und kann diese ohne Angabe von Gründen verweigern.

Änderungen
- Wenn Mitglieder die Pflicht zur Selbstnutzung nicht mehr erfüllen (z.B. sie wohnen nicht mehr in der Wohnung), kann dies zum Ausschluss führen.
- Bei Auflösung von Ehe oder Partnerschaft kann der Mietvertrag auf den verbleibenden Partner übertragen werden, sofern dieser Mitglied wird und die Anteile übernimmt.
- Zu anderen Änderungen wie Lohnerhöhung, Auszug von Kindern etc. ist in den Statuten nichts geregelt.

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden in den Statuten nicht genannt.

Quelle: https://baufreunde.ch/app/uploads/statuten-baufreunde-2018.pdf"
GBZ2 - Vermietungsbestimmungen,https://gbz2.ch/liegenschaften/vermietung/,GBZ2,Vermietungsbestimmungen,Webseite,"Zwingend
- Einkommen und Vermögen werden geprüft.
- Betreibungsregisterauszug muss vorgelegt werden.
- Ausländerausweis sowie Niederlassungs- bzw. Aufenthaltsbewilligung werden geprüft.
- Minimale Deutschkenntnisse sind erforderlich.
- Referenzen werden geprüft.
- Hunde und Reptilien sind nicht erlaubt (Katzen nur in Ausnahmefällen).
- Die Belegungsvorschriften (z.B. Anzahl Personen pro Zimmer) müssen eingehalten werden.

Bevorzugend
- Familien mit Kindern werden bei 4- / 4.5-Zimmerwohnungen und Einfamilienhäusern bevorzugt.
- Die Formel «Anzahl Personen + 1 = Anzahl Zimmer» wird angestrebt.
- Bei ausreichender Nachfrage werden Wohnungen nicht unterbelegt vergeben.

Änderungen
- Nichts gefunden."
röntgenhof | GBRZ - Vermietungsbestimmungen,https://www.roentgenhof.ch/wp-content/uploads/2020/12/GBRZ_Statuten_2019.pdf,röntgenhof | GBRZ,Vermietungsbestimmungen,PDF,"Zwingend
- Handlungsfähigkeit: Nur handlungsfähige, natürliche Personen oder juristische Personen können Mitglied werden.
- Pro Wohnobjekt kann nur eine Person Mitglied werden.
- Schriftliche Beitrittserklärung und Entscheidung durch den Vorstand.
- Zeichnung und vollständige Einzahlung von mindestens 5 Genossenschaftsanteilen à CHF 100.–.
- Mitglieder müssen in der gemieteten Wohnung selbst wohnen und dort zivilrechtlichen Wohnsitz haben.
- Die Interessen der Genossenschaft sind in guten Treuen zu wahren und zu fördern.
- Ausschluss erfolgt bei: Verletzung der Mitgliedschaftspflichten, Missachtung der Residenzpflicht, Zweckentfremdung der Wohnung, Ablehnung zumutbarer Umsiedlungsangebote bei Unterbelegung, Missachtung der Untermietebestimmungen, Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes, Verletzung von Bestimmungen der Wohnbauförderung.

Bevorzugend
- Bei der Zuteilung der Wohnungen sind die allgemeinen Interessen der Genossenschaft und die persönlichen Verhältnisse der Anwärter, insbesondere in sozialer Hinsicht, zu berücksichtigen.

Änderungen
- Bei Unterbelegung (z.B. wenn Kinder ausziehen) kann ein zumutbares Umsiedlungsangebot gemacht werden; die Ablehnung kann zum Ausschluss führen.
- Es gibt keine expliziten Regelungen zu Lohnsteigerungen oder anderen Änderungen der persönlichen Verhältnisse, ausser bei Unterbelegung oder Verletzung der Statuten.

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden in den Statuten nicht genannt."
Limmattal | GBL - Vermietungsbestimmungen,https://gbl.ch/downloads/statuten-reglemente/Vermietungsreglement_GBL_2025.pdf,Limmattal | GBL,Vermietungsbestimmungen,PDF,"Zwingend
- Zivilrechtlicher Erstwohnsitz: Mitglieder müssen in der gemieteten Wohnung ihren zivilrechtlichen Erstwohnsitz haben und dort angemeldet sein.
- Selbstnutzung: Mitglieder sind verpflichtet, selbst in der Wohnung zu wohnen.
- Bonitätsprüfung: Vorlage eines aktuellen Betreibungsauszuges (Original) der letzten 2 Jahre ist zwingend. Verweigerung führt zum Ausschluss vom Auswahlverfahren.
- Referenzen: Abgabe von Referenzen (z.B. vom letzten Vermieter, Arbeitgeber) kann verlangt werden. Verweigerung führt zum Ausschluss vom Auswahlverfahren.
- Angemessenes Verhältnis zwischen Wohnungsgrösse und Anzahl Bewohner: Die Mindestbelegung muss eingehalten werden (z.B. Anzahl Zimmer minus 2 oder minus 1, je nach Wohnfläche).
- Meldepflicht bei Unterbelegung: Unterschreitung der Mindestbelegung muss innert drei Monaten gemeldet werden.
- Einhaltung der Belegungsvorschriften: Über- oder Unterbelegung kann zum Ausschluss führen.
- Keine gewerbliche Nutzung (bei Wohnobjekten).
- Keine Hundehaltung (mit wenigen Ausnahmen).

Bevorzugend
- Mitglieder haben bei der Vergabe von Wohnungen Vorrang vor Dritten (z.B. bei internen Wechseln).
- Es wird auf eine ausgewogene Durchmischung nach Alter, Nationalität, Einkommen, Familienstand geachtet.
- Interne Umsiedlungsgesuche werden auf einer Warteliste geführt und bevorzugt behandelt.
- Bei Erstvermietung von Neubauten oder nach Gesamtsanierungen kann der Vorstand besondere Regelungen treffen (z.B. Belegungsanforderungen, Mobilitätsanforderungen).

Änderungen
- Bei Unterbelegung (z.B. nach Auszug von Kindern): Mitglieder werden zum Wohnungswechsel in eine kleinere Wohnung verpflichtet. Nach drei abgelehnten, zumutbaren Angeboten erfolgt der Ausschluss aus der Genossenschaft und die Kündigung des Mietverhältnisses.
- Während der Unterbelegung ist ein monatlicher Unterbesetzungsbeitrag zu zahlen.
- Der Vorstand kann in besonderen Fällen Ausnahmen oder temporäre Änderungen der Bestimmungen beschliessen.
- Bei Überbelegung muss die Situation innert Frist bereinigt werden, sonst droht ebenfalls der Ausschluss und die Kündigung.

Weitere Kriterien wie Lohn, Alter, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit als zwingende oder bevorzugende Kriterien genannt, ausser im Rahmen der Durchmischung (bevorzugend)."
FGZ - Vermietungsbestimmungen,https://fgzzh.ch/wp-content/uploads/2024/12/2.2-Reglement-Erhaltung-Familienwohnobjekte-und-sozialen-Mietzinsausgleich.pdf,FGZ,Vermietungsbestimmungen,PDF,"Zwingend
- Keine zwingenden Ausschlusskriterien für die Aufnahme in die Genossenschaft gefunden. Das Reglement regelt vor allem die Nutzung und den Verbleib in Familienwohnobjekten sowie den sozialen Mietzinsausgleich, nicht aber die Aufnahmebedingungen als Genossenschafter.

Bevorzugend
- Für die Vergabe von sozialen Mietumlagen (Mietzinsreduktionen) werden Haushalte mit tieferen Einkommens- und Vermögensverhältnissen (Einkommens- und Vermögensstufen 1 bis 3) bevorzugt.
- Familien mit Kindern können in grösseren Familienwohnobjekten bleiben, solange die Kinder zuhause wohnen.
- Die soziale Durchmischung wird als Ziel genannt, was auf eine bevorzugte Berücksichtigung verschiedener Haushaltstypen hindeuten kann.

Änderungen
- Wenn sich die Haushaltsgrösse ändert (z.B. Kinder ziehen aus), gelten Zügelfristen für unterbesetzte Wohnungen. Nach Ablauf der Frist und nach drei zumutbaren Umzugsangeboten kann die Kündigung erfolgen.
- Wenn das Einkommen oder Vermögen steigt und die höchste Stufe (Stufe 5) erreicht wird, ist ein monatlicher Mehrzins zu bezahlen.
- Wer die Kriterien für eine Mietzinsreduktion nicht mehr erfüllt, erhält keine soziale Mietumlage mehr.
- Bei unwahren Angaben oder unterlassenen Veränderungsmeldungen müssen Mehrzinsen nachbezahlt werden und es kann zum Ausschluss aus der Genossenschaft kommen.

Weitere Kriterien wie Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht genannt."
